Price	Close	High	Low	Open	Volume	Date
Ticker	1103.TW	1103.TW	1103.TW	1103.TW	1103.TW	
Date						
2000/01/04 	4.995936393737793	5.177135513144814	4.970050548292402	5.073593330503726	916847	2000/01/04 
2000/01/05 	5.021821022033691	5.125363791511416	4.970049937079912	4.995935779341884	1400784	2000/01/05 
2000/01/06 	5.228908061981201	5.228908061981201	5.073593581204561	5.0994788283587775	1521090	2000/01/06 
2000/01/07 	5.280679702758789	5.384222500809974	5.228908603518361	5.384222500809974	1197114	2000/01/07 
2000/01/10 	5.410107612609863	5.410107612609863	5.280679568025897	5.280679568025897	1693403	2000/01/10 
2000/01/11 	5.177135944366455	5.539536012076772	5.177135944366455	5.487764316873746	1690455	2000/01/11 
2000/01/12 	5.280679702758789	5.332450801999217	5.228908603518361	5.280679702758789	531485	2000/01/12 
2000/01/13 	5.3324503898620605	5.435993179910577	5.280679294622944	5.280679294622944	1385330	2000/01/13 
2000/01/14 	5.461878299713135	5.643077408696811	5.384221367414358	5.435992455756808	3780183	2000/01/14 
2000/01/17 	5.617193222045898	5.66896432013701	5.461879328202249	5.591307373215185	2942414	2000/01/17 
2000/01/18 	5.643078327178955	5.7983934161964035	5.617193078579681	5.617193078579681	2983896	2000/01/18 
2000/01/19 	6.0313639640808105	6.0313639640808105	5.694850352166547	5.694850352166547	4744470	2000/01/19 
2000/01/20 	5.8760504722595215	6.212564106546754	5.8760504722595215	6.1607924092285264	8901316	2000/01/20 
2000/01/21 	5.746621608734131	5.927821343276671	5.5654212746213005	5.850164399839909	3100322	2000/01/21 
2000/01/24 	5.824279308319092	5.9019362618378155	5.694851252311341	5.694851252311341	2180484	2000/01/24 
2000/01/25 	5.824279308319092	5.953707963897211	5.746622354800367	5.850165159348789	1865744	2000/01/25 
2000/01/26 	5.850165367126465	5.979593427731054	5.824279515177391	5.850165367126465	1653680	2000/01/26 
2000/01/27 	5.953707218170166	6.109021105753892	5.8760502743783025	5.8760502743783025	3620819	2000/01/27 
2000/01/28 	6.109020233154297	6.1866777654240135	5.901934679575465	6.0572485449744855	4351831	2000/01/28 
2000/01/31 	5.90193510055542	6.005477884730453	5.850164008253028	5.953706792428061	2133644	2000/01/31 
2000/02/01 	6.005478382110596	6.057249478700726	5.850164492769908	5.901935589360037	2609340	2000/02/01 
2000/02/02 	6.005478382110596	6.005478382110596	6.005478382110596	6.005478382110596	0	2000/02/02 
2000/02/03 	6.005478382110596	6.005478382110596	6.005478382110596	6.005478382110596	0	2000/02/03 
2000/02/04 	6.005478382110596	6.005478382110596	6.005478382110596	6.005478382110596	0	2000/02/04 
2000/02/07 	6.005478382110596	6.005478382110596	6.005478382110596	6.005478382110596	0	2000/02/07 
2000/02/08 	6.005478382110596	6.005478382110596	6.005478382110596	6.005478382110596	0	2000/02/08 
2000/02/09 	6.264336109161377	6.341993059353067	6.057249909366299	6.109021609207654	4726320	2000/02/09 
2000/02/10 	6.445536136627197	6.523193097381911	6.212565254363055	6.26433696124648	6078082	2000/02/10 
2000/02/11 	6.4714202880859375	6.678505262445038	6.4455344414522004	6.523191381783146	5769318	2000/02/11 
2000/02/14 	6.497306823730469	6.626734871483897	6.290221227840587	6.471420974351651	5542665	2000/02/14 
2000/02/15 	6.419648170471191	6.62673311180077	6.316105400021317	6.497305098416055	2950193	2000/02/15 
2000/02/16 	6.626734733581543	6.704392280101941	6.316106945781214	6.316106945781214	5048872	2000/02/16 
2000/02/17 	7.066791534423828	7.066791534423828	6.7302779087909155	6.7302779087909155	7819234	2000/02/17 
2000/02/18 	7.1444478034973145	7.506847242867433	7.066790866428038	7.480961397320928	11912396	2000/02/18 
2000/02/21 	7.403305530548096	7.662162224725364	7.29976333253345	7.662162224725364	7536368	2000/02/21 
2000/02/22 	7.429189682006836	7.739818003772302	7.170332447417187	7.662160473653293	15090297	2000/02/22 
2000/02/23 	7.092677593231201	7.584505763448719	6.98913538856786	7.4291918568833415	7411195	2000/02/23 
2000/02/24 	6.60084867477417	7.247991277770551	6.60084867477417	7.247991277770551	4365391	2000/02/24 
2000/02/25 	6.238449573516846	6.523191493064397	6.186678478936457	6.523191493064397	3495643	2000/02/25 
2000/02/28 	6.238449573516846	6.238449573516846	6.238449573516846	6.238449573516846	0	2000/02/28 
2000/02/29 	6.057249546051025	6.367877927756565	5.927821503351447	6.264335733425024	1425382	2000/02/29 
