Date	Open	High	Low	Close	Volume	Date
2016/12/22 	21.85149574279785	21.85149574279785	21.85149574279785	21.85149574279785	0	2016/12/22 
2016/12/23 	21.837631225585938	21.846295497486995	21.82029937607154	21.837631225585938	600	2016/12/23 
2016/12/27 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	100	2016/12/27 
2016/12/28 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2016/12/28 
2016/12/29 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	100	2016/12/29 
2016/12/30 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	100	2016/12/30 
2017/01/03 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/03 
2017/01/04 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/04 
2017/01/05 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/05 
2017/01/06 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/06 
2017/01/09 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/09 
2017/01/10 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/10 
2017/01/11 	21.837631225585938	21.837631225585938	21.837631225585938	21.837631225585938	0	2017/01/11 
2017/01/12 	22.12360382080078	22.12360382080078	22.12360382080078	22.12360382080078	1100	2017/01/12 
2017/01/13 	22.12360382080078	22.12360382080078	22.12360382080078	22.12360382080078	0	2017/01/13 
2017/01/17 	22.12360382080078	22.12360382080078	22.12360382080078	22.12360382080078	0	2017/01/17 
2017/01/18 	22.12360382080078	22.12360382080078	22.12360382080078	22.12360382080078	0	2017/01/18 
2017/01/19 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	1100	2017/01/19 
2017/01/20 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/20 
2017/01/23 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/23 
2017/01/24 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/24 
2017/01/25 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/25 
2017/01/26 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	100	2017/01/26 
2017/01/27 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/27 
2017/01/30 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/30 
2017/01/31 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/01/31 
2017/02/01 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/01 
2017/02/02 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/02 
2017/02/03 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/03 
2017/02/06 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/06 
2017/02/07 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/07 
2017/02/08 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/08 
2017/02/09 	22.14093017578125	22.14093017578125	22.14093017578125	22.14093017578125	0	2017/02/09 
2017/02/10 	22.522223861661598	22.75619888305664	22.522223861661598	22.75619888305664	200	2017/02/10 
2017/02/13 	22.75619888305664	22.75619888305664	22.75619888305664	22.75619888305664	0	2017/02/13 
2017/02/14 	22.75619888305664	22.75619888305664	22.75619888305664	22.75619888305664	0	2017/02/14 
2017/02/15 	22.75619888305664	22.75619888305664	22.75619888305664	22.75619888305664	0	2017/02/15 
2017/02/16 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	800	2017/02/16 
2017/02/17 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/02/17 
2017/02/21 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	100	2017/02/21 
2017/02/22 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/02/22 
2017/02/23 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/02/23 
2017/02/24 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/02/24 
2017/02/27 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/02/27 
2017/02/28 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/02/28 
2017/03/01 	22.955509185791016	22.955509185791016	22.955509185791016	22.955509185791016	0	2017/03/01 
