Open	High	Low	Close	Volume	Date
33.622676698693226	33.63680122960255	33.5732421875	33.5732421875	1800	2012/10/24 
33.5732421875	33.5732421875	33.5732421875	33.5732421875	0	2012/10/25 
33.615607468287465	33.80628456272847	33.615607468287465	33.79216003417969	8400	2012/10/26 
33.862784959428275	33.862784959428275	33.68623238163561	33.72154235839844	13900	2012/10/31 
34.00402849367998	34.10995842687564	33.94753037412607	34.018150329589844	1900	2012/11/01 
34.07465021499969	34.07465021499969	33.72154503142457	33.75685501098633	2800	2012/11/02 
33.67211021774901	33.68623474824216	33.64386115676271	33.65798568725586	13100	2012/11/05 
33.86279296875	33.86279296875	33.86279296875	33.86279296875	100	2012/11/06 
33.29781543123808	33.55911247779049	33.29781543123808	33.51673889160156	13500	2012/11/07 
33.30488181326657	33.31194273180074	33.19188825886787	33.24838638305664	55300	2012/11/08 
32.90233795403872	33.2201331275377	32.90233795403872	33.107139587402344	4700	2012/11/09 
33.05064147034541	33.14951048121654	33.03651694108118	33.107139587402344	25100	2012/11/12 
33.107139587402344	33.107139587402344	33.107139587402344	33.107139587402344	0	2012/11/13 
32.85995613223406	32.88820518368391	32.85995613223406	32.874080657958984	2100	2012/11/14 
32.69753517329985	32.8105287094702	32.68341064453125	32.68341064453125	3100	2012/11/15 
32.61985168275299	32.72578430175781	32.44329911373055	32.72578430175781	2600	2012/11/16 
33.29075889583378	33.36844247336927	33.29075889583378	33.32606887817383	800	2012/11/19 
33.22719109710364	33.39668273925781	33.22719109710364	33.39668273925781	15300	2012/11/20 
33.460252291282714	33.530872259569016	33.460252291282714	33.52381134033203	8500	2012/11/21 
34.12408188359558	34.12408188359558	34.08877190697416	34.09583282470703	1300	2012/11/23 
34.018151754656365	34.11702346801758	33.982841775445294	34.11702346801758	700	2012/11/26 
33.99696227661624	34.15232939950536	33.9828377478101	34.025211334228516	77500	2012/11/27 
33.98990190051041	34.21588897705078	33.98990190051041	34.21588897705078	4500	2012/11/28 
34.441884608917846	34.51250457763672	34.33595196186042	34.51250457763672	4400	2012/11/29 
34.60430006811458	34.60430006811458	34.50543107038504	34.58311462402344	3900	2012/11/30 
34.60430356895657	34.60430356895657	34.484249114990234	34.484249114990234	200	2012/12/03 
34.63961546802462	34.710238116026076	34.63961546802462	34.69611358642578	1900	2012/12/04 
34.87266524872039	34.87266524872039	34.8232307434082	34.8232307434082	400	2012/12/05 
34.85854203384112	34.85854203384112	34.77379754925042	34.80204391479492	2600	2012/12/06 
34.724361552621836	34.80910873413086	34.724361552621836	34.80910873413086	1000	2012/12/07 
34.76673286926972	34.87972640991211	34.76673286926972	34.87972640991211	3100	2012/12/10 
35.07745725115912	35.098645387801966	35.049210892265265	35.06333541870117	2200	2012/12/11 
35.169262014282	35.3528781466806	35.1268911329421	35.21163558959961	23200	2012/12/12 
35.16927803821527	35.16927803821527	34.971539984594486	35.035099029541016	7700	2012/12/13 
35.11983773306195	35.289329389627476	35.11983773306195	35.20458221435547	2000	2012/12/14 
35.24695335262891	35.35288596736826	35.19751885081142	35.261077880859375	4600	2012/12/17 
35.70114475911744	35.736576080322266	35.32556518528396	35.736576080322266	4461200	2012/12/18 
35.9349903389445	35.95625129230257	35.81452331727266	35.899559020996094	4400	2012/12/19 
36.06963278182733	36.083803146280225	35.991682261155134	36.03419876098633	1800	2012/12/20 
35.7153205871582	35.81452937548994	35.609023912096056	35.7153205871582	5900	2012/12/21 
35.88539350084151	35.88539350084151	35.701148986816406	35.701148986816406	9000	2012/12/24 
35.885391323644555	35.885391323644555	35.58776496445274	35.67988586425781	9900	2012/12/26 
35.970426951591904	35.970426951591904	35.6444544533067	35.88539123535156	36500	2012/12/27 
35.57359520865646	35.67988918831193	35.502729852315866	35.516902923583984	41600	2012/12/28 
