Open	High	Low	Close	Volume	Date
1319.TW	1319.TW	1319.TW	1319.TW	1319.TW	
4.970446109771729	4.970446109771729	4.970446109771729	4.9704461097717285	0	2002/01/01 
5.022582260251599	5.109477599095171	5.022582260251599	5.09210205078125	693160	2002/01/02 
5.09210205078125	5.09210205078125	5.09210205078125	5.09210205078125	0	2002/01/03 
5.1094771945311415	5.126856260923796	4.970444663389903	5.005202293395996	582492	2002/01/04 
5.039960346572928	5.144234732879535	5.039960346572928	5.074718475341797	882915	2002/01/07 
5.1094771945311415	5.144235327316451	4.970444663389903	5.005202293395996	771621	2002/01/08 
4.970444663389903	5.0225818625678675	4.970444663389903	5.005202293395996	817854	2002/01/09 
5.02258217352337	5.178993780740937	4.970444971117514	5.161618232727051	1928610	2002/01/10 
5.178992861648403	5.318029398957144	5.039960346572928	5.074718475341797	2083123	2002/01/11 
5.109477747872063	5.109477747872063	4.935687065124512	4.935687065124512	689141	2002/01/14 
4.900928670117646	4.970444939550629	4.866170535401155	4.953065872192383	499015	2002/01/15 
5.005202395008061	5.005202395008061	4.900928497314453	4.900928497314453	236563	2002/01/16 
4.8661703638235085	4.900928497314453	4.831412230332564	4.900928497314453	274063	2002/01/17 
5.0399609289605225	5.144235327316451	4.918307464211939	5.005202293395996	746475	2002/01/18 
5.039961814880371	5.109478092670498	4.91830832874765	5.039961814880371	748312	2002/01/21 
5.039962395571336	5.039962395571336	4.935687966871925	4.9704461097717285	320776	2002/01/22 
4.970444939550629	4.970444939550629	4.900928670117646	4.953065872192383	506151	2002/01/23 
4.953065916245113	4.953065916245113	4.900928713706667	4.918307781219482	222266	2002/01/24 
4.953067038321827	5.074720538471139	4.918308895422024	4.9704461097717285	1043480	2002/01/25 
5.005203173206003	5.074719953775435	5.005203173206003	5.039961814880371	1462925	2002/01/28 
5.0747190617458315	5.1094771945311415	4.970444663389903	5.005202293395996	977706	2002/01/29 
4.935686804834138	4.970444939550629	4.9183077374758915	4.953065872192383	479298	2002/01/30 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/01/31 
5.039961164782773	5.039961164782773	4.953065828753624	4.987823963165283	552861	2002/02/01 
4.987824269948777	5.039961474773042	4.900928928575001	4.935687065124512	504160	2002/02/04 
4.918307996849756	4.935687065124512	4.866170792025491	4.935687065124512	1043533	2002/02/05 
4.935686804834138	4.970444939550629	4.935686804834138	4.953065872192383	1049752	2002/02/06 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/07 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/08 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/11 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/12 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/13 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/14 
4.953065872192383	4.953065872192383	4.953065872192383	4.953065872192383	0	2002/02/15 
5.0052037498921695	5.039962395571336	4.935687966871925	4.9704461097717285	1448508	2002/02/18 
4.987823920027137	5.19637624414807	4.970444852971613	5.022582054138184	2621134	2002/02/19 
5.039961328020314	5.1442357346326	5.039961328020314	5.09210205078125	1838317	2002/02/20 
5.178993370760008	5.387545683328686	5.16161782412161	5.283271789550781	5615780	2002/02/21 
5.28327341810486	5.318031561004664	4.970446109771729	4.9704461097717285	2979165	2002/02/22 
4.9878251812216305	5.022583324121434	4.900929823972122	4.9704461097717285	1101215	2002/02/25 
5.039961474773042	5.039961474773042	4.900928928575001	4.935687065124512	855457	2002/02/26 
4.935687065124512	4.970445201674022	4.900928928575001	4.935687065124512	720465	2002/02/27 
4.935687065124512	4.935687065124512	4.935687065124512	4.935687065124512	0	2002/02/28 
4.970444852971613	5.109477389415803	4.970444852971613	5.022582054138184	1534619	2002/03/01 
