Date	Open	High	Low	Close	Volume
2020/01/02	268.480451479811	268.9552079455467	265.6866354800857	266.1340026855469	2103600
2020/01/03	264.8191155131872	267.42120524703995	264.1617457684551	266.3529968261719	1926000
2020/01/06	265.27571252961485	266.6635090574144	263.5136054783159	266.4261169433594	2655100
2020/01/07	265.978683750378	266.3164937592665	264.11613132014287	266.0060729980469	1963400
2020/01/08	265.6773860266201	269.77682936356575	265.2300190070795	269.0555419921875	2492800
2020/01/09	272.57983185880596	275.6932073833773	271.8129048117246	273.3741760253906	3261200
2020/01/10	273.90377373213033	274.15027709783345	270.85431506146455	271.38385009765625	2024200
2020/01/13	271.0915735645304	274.497090972957	270.98198870421373	273.7849426269531	1778600
2020/01/14	273.2188784588964	274.8166496779543	272.60714807534424	273.6753845214844	1459900
2020/01/15	272.39720244352327	274.8532075536793	272.1141708832827	274.65234375	1604000
2020/01/16	275.1727793576626	277.6105064969713	274.7984409862303	276.67010498046875	1758600
2020/01/17	277.00788971409867	278.74260728272975	276.6700796657188	278.1765441894531	2506500
2020/01/21	279.56441885906713	286.0833131589702	279.1626911584649	286.0102844238281	3585900
2020/01/22	286.13802894244355	286.2841142436279	283.2255176830877	284.7593994140625	2218900
2020/01/23	284.8780640417749	286.1380253686968	283.7002983343669	285.66326904296875	1535900
2020/01/24	286.704073962417	286.94146604471354	282.21206965212497	283.4994201660156	1986100
2020/01/27	279.51865944885884	284.6497831874944	279.0621533815366	282.5316162109375	2265100
2020/01/28	283.49951562210157	284.59511388629966	282.2121646747517	283.8099365234375	1571700
2020/01/29	283.81901483834025	284.8324730680256	282.47691338925756	282.6503601074219	1713700
2020/01/30	281.97472453209247	282.7051511135326	279.9935033800846	282.5499267578125	1232600
2020/01/31	281.70996897824773	282.2851712566946	278.06705836532143	278.94354248046875	1837000
2020/02/03	280.29479818786217	281.7373454758515	275.42845450506996	275.729736328125	2816800
2020/02/04	278.07612912594897	279.299562115813	276.42357929268394	278.3774108886719	1982300
2020/02/05	280.2947796422524	282.6594781855856	278.83395437120623	282.0751647949219	1731800
2020/02/06	283.0359184510994	285.3141038689615	281.6635122144737	284.188720703125	1917900
2020/02/07	283.63049511979534	287.11640316479264	282.82534602102135	286.95172119140625	1903500
2020/02/10	287.0706975328122	289.98019105388795	286.0093670571053	287.09814453125	2336300
2020/02/11	287.31776162968384	287.6837309684418	284.06058704789757	284.2527160644531	2047500
2020/02/12	284.3350802787583	288.64445545349895	284.3350802787583	288.3150634765625	1384600
2020/02/13	288.0680413332496	291.6728968649054	286.86947559229367	291.1330871582031	1438000
2020/02/14	291.74603572070635	292.6060789673193	289.98937184117216	291.2336730957031	1113400
2020/02/18	291.8649702537702	295.96389901007495	291.50813133914716	294.655517578125	1547100
2020/02/19	294.6829560804666	296.9245633510233	294.3627504032445	295.5429992675781	1413600
2020/02/20	294.9026076995765	297.4186853638404	293.70404202778815	296.51287841796875	1427500
2020/02/21	295.1221241366192	297.59246560414454	293.7222714174658	294.56402587890625	2239000
2020/02/24	288.66271351698504	292.77993130090397	286.6132629328131	286.942626953125	2300400
2020/02/25	288.2052706812226	289.6417290489939	278.50692900412315	278.93695068359375	2881800
2020/02/26	281.3889648567286	284.8199798464709	278.76309918538	279.68719482421875	2236000
2020/02/27	276.29278820807497	279.05588892530403	268.0766408364396	268.1955871582031	3625300
2020/02/28	260.9858734090458	262.8889307701039	248.2041977907789	257.2254943847656	7091800
2020/03/02	269.39418865215873	283.1823029111847	266.5944822510592	282.8437805175781	7563800
2020/03/03	282.84375587973915	287.44588979768173	275.42359918704875	276.97900390625	5131400
2020/03/04	282.06592998958	293.66732421976036	279.07406818867537	293.4568786621094	4219300
2020/03/05	288.9097346341044	296.90630544195915	286.5583670467616	288.9006042480469	6407700
2020/03/06	285.58853395461927	290.4834260305416	276.9972595539948	284.8565673828125	6185500
2020/03/09	270.6841854322834	283.93245867006584	268.0766087390545	276.2927551269531	5203100
2020/03/10	281.77325032465757	283.3835489586076	269.37586068556703	283.08160400390625	4245500
2020/03/11	275.2679885914054	281.6085245157781	269.16537319217804	272.1297607421875	3622700
2020/03/12	256.58494499950774	270.4828408312015	252.83369756187443	256.0451354980469	7307600
2020/03/13	264.2613159687039	277.4547235159014	254.59958075700325	276.5580749511719	6100100
2020/03/16	257.85674809640227	274.051148289518	255.73411493626463	259.0919189453125	5465500
2020/03/17	264.4168167080341	281.05952446397873	261.9464754178748	280.87652587890625	7170600
2020/03/18	272.65132649739587	290.9500732421875	270.8214518229167	281.3432312011719	6701800
2020/03/19	284.00566754785797	287.1530538376417	276.88745704958774	279.25714111328125	5429500
2020/03/20	281.7274972397977	281.8098382437241	262.6052859068004	265.7160949707031	6581200
2020/03/23	267.17086962298674	270.51954373869233	254.73687414905876	261.2420654296875	5646400
2020/03/24	269.53137946924767	272.05661538603096	258.7717077420885	260.7022399902344	7124200
2020/03/25	260.034252481047	265.99050164168284	255.45956720784918	256.9692077636719	5639600
2020/03/26	257.4084817747155	268.7445694314112	256.9693017760156	267.4361877441406	5463100
2020/03/27	262.70594513565976	268.5249328221368	259.22916672578066	260.14410400390625	4250400
2020/03/30	263.0352799295888	266.86886893274834	261.52563917274	266.35650634765625	4396000
2020/03/31	262.9711899923826	266.7224091434623	259.8420933433514	260.8759765625	5618600
2020/04/01	258.3416766125146	264.2338749211032	257.005876003674	262.3857116699219	3745800
2020/04/02	260.18985318726885	267.87532031285264	258.7625533463033	266.6859130859375	3500600
2020/04/03	264.56330670484914	267.47280098810756	261.48910246614895	264.0966796875	2650100
2020/04/06	268.07664371047025	279.5042022838757	264.938415299293	279.1656799316406	5272500
2020/04/07	280.42823328724654	283.6305132758448	277.42724058622684	277.8023681640625	4036500
2020/04/08	279.15646836679565	281.26999893128783	276.5672084442505	279.9433288574219	3964400
2020/04/09	273.97799377585693	278.46118109442875	272.2670375199317	274.4903564453125	6487600
